Data de referência,Prazo de vencimento,Exposição
2017-02-13,Caixa,0E-28
2017-02-14,1 - 2 anos,0.05471080344350964247230688723
2017-02-14,2 - 3 anos,0.1650612030363341481918143963
2017-02-14,3 - 5 anos,0.2191610683908071059198680824
2017-02-14,5 - 7 anos,0.1848369691087860814752696856
2017-02-14,7 - 10 anos,0.2663788126948276457720417578
2017-02-14,Acima de 10 anos,0.1098511433257413088751309789
2017-02-14,Caixa,0E-28
2017-02-15,1 - 2 anos,0.05426792672500899787819564524
2017-02-15,2 - 3 anos,0.1651014955773608961789440960
2017-02-15,3 - 5 anos,0.2162578507454091609380380377
2017-02-15,5 - 7 anos,0.1807463772725685704619949096
2017-02-15,7 - 10 anos,0.2654703817841104489631011042
2017-02-15,Acima de 10 anos,0.1116222744875068767538423382
2017-02-15,Caixa,0.006533693408040961313733463455
2017-02-16,1 - 2 anos,0.05430758698073978659888415904
2017-02-16,2 - 3 anos,0.1657650598537775112073305877
2017-02-16,3 - 5 anos,0.2680883242835075019646725856
2017-02-16,5 - 7 anos,0.1283636496520452025230780527
2017-02-16,7 - 10 anos,0.2651585562349873479631102635
2017-02-16,Acima de 10 anos,0.1117783546126812533088112234
2017-02-16,Caixa,0.006538468382267313242945562133
2017-02-17,1 - 2 anos,0.05517908988160509689658755762
2017-02-17,2 - 3 anos,0.1660963048851920152475125202
2017-02-17,3 - 5 anos,0.2687786710008222636195567440
2017-02-17,5 - 7 anos,0.1289039058128007535571660979
2017-02-17,7 - 10 anos,0.2659677143748208829243662475
2017-02-17,Acima de 10 anos,0.1085130755228246863203698072
2017-02-17,Caixa,0.006561238521940238848491019857
2017-02-20,1 - 2 anos,0.05519890337213733855131587590
2017-02-20,2 - 3 anos,0.1657229886737661753375888379
2017-02-20,3 - 5 anos,0.2685639718212137503251311694
2017-02-20,5 - 7 anos,0.1283432715690647053582859661
2017-02-20,7 - 10 anos,0.2656587503900735545234279196
2017-02-20,Acima de 10 anos,0.1099674700653814134749309397
2017-02-20,Caixa,0.006544644108368984826706813342
2017-02-21,1 - 2 anos,0.05512971013703477087149347247
2017-02-21,2 - 3 anos,0.1664086941775719473783645537
2017-02-21,3 - 5 anos,0.2680632604936870480553890931
2017-02-21,5 - 7 anos,0.1289930525745507998141756730
2017-02-21,7 - 10 anos,0.2656652998756372915767020077
2017-02-21,Acima de 10 anos,0.1092026819460181484498226528
2017-02-21,Caixa,0.006537300795505909606309150443
2017-02-22,1 - 2 anos,0.05502475625430901673104884475
2017-02-22,2 - 3 anos,0.1655089164382496923663983676
2017-02-22,3 - 5 anos,0.2681904348004780849932174117
2017-02-22,5 - 7 anos,0.1287056272971091627303156817
2017-02-22,7 - 10 anos,0.2666126515195332720723480664
2017-02-22,Acima de 10 anos,0.1094347225799892603193080574
2017-02-22,Caixa,0.006522891110337413499968149048
2017-02-23,1 - 2 anos,0.05494446592494477936109794683
2017-02-23,2 - 3 anos,0.1647144431052237940954596543
2017-02-23,3 - 5 anos,0.2689476913797753949205774854
2017-02-23,5 - 7 anos,0.1285557206894178459359623368
2017-02-23,7 - 10 anos,0.2659274288596063292179112544
2017-02-23,Acima de 10 anos,0.1103961994744339513994325233
2017-02-23,Caixa,0.006514050566603799782154172143
2017-02-24,1 - 2 anos,0.05498244144201555518644551669
2017-02-24,2 - 3 anos,0.1650463817209037128447740482
2017-02-24,3 - 5 anos,0.2689464070738993010556667925
2017-02-24,5 - 7 anos,0.1286309931440729012488091702
2017-02-24,7 - 10 anos,0.2653385630551468249121853692
2017-02-24,Acima de 10 anos,0.1105516498145140872930968892
2017-02-24,Caixa,0.006503563749453502681858103261
2017-03-01,1 - 2 anos,0.05481328035847265398865673494
2017-03-01,2 - 3 anos,0.1650215507816610421126397850
2017-03-01,3 - 5 anos,0.2685623337843202601098587011
2017-03-01,5 - 7 anos,0.1288416323681569528577531036
2017-03-01,7 - 10 anos,0.2660661256932331598148204448
2017-03-01,Acima de 10 anos,0.1102115223778341305507462034
2017-03-01,Caixa,0.006483554636327667681659109251
2017-03-02,1 - 2 anos,0.04787026933921888912765561577
2017-03-02,2 - 3 anos,0.1440566049152290661816838943
2017-03-02,3 - 5 anos,0.2167012352462485706459720554
2017-03-02,5 - 7 anos,0.1674571689591240330986251902
2017-03-02,7 - 10 anos,0.3545865819756988506821979132
2017-03-02,Acima de 10 anos,0.06932813956447958828827284771
2017-03-02,Caixa,0E-27
2017-03-03,1 - 2 anos,0.04742878158092029525659511550
2017-03-03,2 - 3 anos,0.1448615509125831851307900179
2017-03-03,3 - 5 anos,0.2165041777403670876067364530
2017-03-03,5 - 7 anos,0.1672410156629973570859003889
2017-03-03,7 - 10 anos,0.3546942731468090739283641025
2017-03-03,Acima de 10 anos,0.06927020095632200273078755831
2017-03-03,Caixa,0E-28
2017-03-06,1 - 2 anos,0.04748024691775425833207410579
2017-03-06,2 - 3 anos,0.1447646618681443311600779628
2017-03-06,3 - 5 anos,0.2163294899432212401609504240
2017-03-06,5 - 7 anos,0.1673023019389871135620154932
2017-03-06,7 - 10 anos,0.3548625062338031722457084294
2017-03-06,Acima de 10 anos,0.06926079309808888730113533158
2017-03-06,Caixa,0E-28
2017-03-07,1 - 2 anos,0.04740033375001070636338164253
2017-03-07,2 - 3 anos,0.1451207903063138996439777023
2017-03-07,3 - 5 anos,0.2162255992509454967797789638
2017-03-07,5 - 7 anos,0.1670187458427012849797245894
2017-03-07,7 - 10 anos,0.3547142464153861485140990937
2017-03-07,Acima de 10 anos,0.06952028443464146779500103767
2017-03-07,Caixa,0E-28
2017-03-08,1 - 2 anos,0.04752665255509440971571913493
2017-03-08,2 - 3 anos,0.1451793041368793468050404403
2017-03-08,3 - 5 anos,0.2166304922643693319946762566
2017-03-08,5 - 7 anos,0.1675331198214761968999379382
2017-03-08,7 - 10 anos,0.3538569999536648603335078829
2017-03-08,Acima de 10 anos,0.06927343126851485596099215662
2017-03-08,Caixa,0E-28
2017-03-09,1 - 2 anos,0.04748601568693271779615029135
2017-03-09,2 - 3 anos,0.1450529492045470377028444250
2017-03-09,3 - 5 anos,0.2166208708037849554317048846
2017-03-09,5 - 7 anos,0.1672186251099682226338003570
2017-03-09,7 - 10 anos,0.3547190085339959092347841325
2017-03-09,Acima de 10 anos,0.06890253066077015977943863655
2017-03-09,Caixa,0E-28
2017-03-10,1 - 2 anos,0.04730464210793185652281827000
2017-03-10,2 - 3 anos,0.1446136093432356492833034116
2017-03-10,3 - 5 anos,0.2167222513937781836921098977
2017-03-10,5 - 7 anos,0.1675593420362133926331813795
2017-03-10,7 - 10 anos,0.3543340947390438069437298910
2017-03-10,Acima de 10 anos,0.06946606037979611557739828834
2017-03-10,Caixa,0E-28
2017-03-13,1 - 2 anos,0.04732346543281539661941455465
2017-03-13,2 - 3 anos,0.1445242998107986033110932240
2017-03-13,3 - 5 anos,0.2162303674153954109674242922
2017-03-13,5 - 7 anos,0.1675545777906601595857657831
2017-03-13,7 - 10 anos,0.3551336228041978129250197124
2017-03-13,Acima de 10 anos,0.06923366674613162379168136919
2017-03-13,Caixa,0E-28
2017-03-14,1 - 2 anos,0.04744629598451273216377879470
2017-03-14,2 - 3 anos,0.1444126898454553501323087379
2017-03-14,3 - 5 anos,0.2159528646852326049724766870
2017-03-14,5 - 7 anos,0.1672210554976904696449517110
2017-03-14,7 - 10 anos,0.3555909749096500846903866244
2017-03-14,Acima de 10 anos,0.06937611907745776531914167972
2017-03-14,Caixa,0E-28
2017-03-15,1 - 2 anos,0.04732221600362999609340121478
2017-03-15,2 - 3 anos,0.1440855432100207387727464632
2017-03-15,3 - 5 anos,0.2158704954249077563771217390
2017-03-15,5 - 7 anos,0.1676393810524413272856550468
2017-03-15,7 - 10 anos,0.3557541222345196681122981445
2017-03-15,Acima de 10 anos,0.06932824207447952084333631668
2017-03-15,Caixa,0E-28
2017-03-16,1 - 2 anos,0.04757772267886185373491044734
2017-03-16,2 - 3 anos,0.1449058541173797720127268710
2017-03-16,3 - 5 anos,0.2166023650689534481886203585
2017-03-16,5 - 7 anos,0.1674867332551771711003646682
2017-03-16,7 - 10 anos,0.3544366997102844124643820067
2017-03-16,Acima de 10 anos,0.06899062516934235105596927429
2017-03-16,Caixa,0E-28
2017-03-17,1 - 2 anos,0.04710004272855101352969844830
2017-03-17,2 - 3 anos,0.1451485704695301715329648947
2017-03-17,3 - 5 anos,0.2157850556183654650137662983
2017-03-17,5 - 7 anos,0.1675537061649243498586167112
2017-03-17,7 - 10 anos,0.3550725512146358624517519799
2017-03-17,Acima de 10 anos,0.06934007380399214766673078214
2017-03-17,Caixa,0E-28
2017-03-20,1 - 2 anos,0.04729080928451176594725584760
2017-03-20,2 - 3 anos,0.1444366460842684423959735378
2017-03-20,3 - 5 anos,0.2169476014131439862522583931
2017-03-20,5 - 7 anos,0.1679237194086166911212785996
2017-03-20,7 - 10 anos,0.3547835844736238907051602391
2017-03-20,Acima de 10 anos,0.06861763933583423055020164242
2017-03-20,Caixa,0E-28
2017-03-21,1 - 2 anos,0.04750665448271791218594438382
2017-03-21,2 - 3 anos,0.1447421691667704413372609955
2017-03-21,3 - 5 anos,0.2159754424355134293721715619
2017-03-21,5 - 7 anos,0.1674875729825260355467850141
2017-03-21,7 - 10 anos,0.3556753604931513439233943773
2017-03-21,Acima de 10 anos,0.06861280043931984885648845305
2017-03-21,Caixa,0E-28
2017-03-22,1 - 2 anos,0.04718128529533738603589996087
2017-03-22,2 - 3 anos,0.1449521327250668589609531451
2017-03-22,3 - 5 anos,0.2168911687043797044792957943
2017-03-22,5 - 7 anos,0.1677490160667313254653451882
2017-03-22,7 - 10 anos,0.3544869523781657880527922176
2017-03-22,Acima de 10 anos,0.06873944483031794640268821348
2017-03-22,Caixa,0E-28
2017-03-23,1 - 2 anos,0.04727047452932303366141236701
2017-03-23,2 - 3 anos,0.1446956625470475496995057287
2017-03-23,3 - 5 anos,0.2161730392070665684618470245
2017-03-23,5 - 7 anos,0.1678159425965797068941058933
2017-03-23,7 - 10 anos,0.3557889539809654392511820155
2017-03-23,Acima de 10 anos,0.06825592713901670946909984099
2017-03-23,Caixa,0E-28
2017-03-24,1 - 2 anos,0.04717221579842646645478744151
2017-03-24,2 - 3 anos,0.1454543912160239176939240615
2017-03-24,3 - 5 anos,0.2169252005685843020931570820
2017-03-24,5 - 7 anos,0.1678814818093110268127119970
2017-03-24,7 - 10 anos,0.3544370711421749109859414113
2017-03-24,Acima de 10 anos,0.06812963946547838523307875931
2017-03-24,Caixa,0E-28
2017-03-27,1 - 2 anos,0.04726875065559812562917891933
2017-03-27,2 - 3 anos,0.1440519311615951563171910068
2017-03-27,3 - 5 anos,0.2168832073061828510481343569
2017-03-27,5 - 7 anos,0.1675939226448110376109433070
2017-03-27,7 - 10 anos,0.3554837305489351972254946038
2017-03-27,Acima de 10 anos,0.06871845768287664430303675844
2017-03-27,Caixa,0E-28
2017-03-28,1 - 2 anos,0.04713254282868363375211274898
2017-03-28,2 - 3 anos,0.1453999686847066897866462862
2017-03-28,3 - 5 anos,0.2165268926518595718763592168
2017-03-28,5 - 7 anos,0.1674240221174663663491894847
2017-03-28,7 - 10 anos,0.3545546951634136669581044049
2017-03-28,Acima de 10 anos,0.06896187855386908346211112722
2017-03-28,Caixa,0E-28
2017-03-29,1 - 2 anos,0.04725520077758941873512080036
2017-03-29,2 - 3 anos,0.1443191962067573685517336135
2017-03-29,3 - 5 anos,0.2168464428695584188921665574
2017-03-29,5 - 7 anos,0.1677180108020951269474909617
2017-03-29,7 - 10 anos,0.3550196300348971277538998529
2017-03-29,Acima de 10 anos,0.06884151930910155045077481862
2017-03-29,Caixa,0E-28
2017-03-30,1 - 2 anos,0.04776940557645743424036104280
2017-03-30,2 - 3 anos,0.1442513556944864344618622112
2017-03-30,3 - 5 anos,0.2167301166265312813590491955
2017-03-30,5 - 7 anos,0.1675076228861988509576676699
2017-03-30,7 - 10 anos,0.3548162441926406412843448964
2017-03-30,Acima de 10 anos,0.06892525502368436782532950088
2017-03-30,Caixa,0E-28
2017-03-31,1 - 2 anos,0.04758400470628357887362697670
2017-03-31,2 - 3 anos,0.1448391471214320990560578237
2017-03-31,3 - 5 anos,0.2169937739766493317665401971
2017-03-31,5 - 7 anos,0.1671950110621964216201124677
2017-03-31,7 - 10 anos,0.3552530954709499642065742081
2017-03-31,Acima de 10 anos,0.06813496766248761739237118013
2017-03-31,Caixa,0E-28
2017-04-03,1 - 2 anos,0.04735873032091771288523503307
2017-04-03,2 - 3 anos,0.1449814948137719070718368392
2017-04-03,3 - 5 anos,0.2165777968146674502625287599
2017-04-03,5 - 7 anos,0.1673779067674305755504958401
2017-04-03,7 - 10 anos,0.3555404414768688074860351233
2017-04-03,Acima de 10 anos,0.06816362980634255924391712594
2017-04-03,Caixa,0E-28
2017-04-04,1 - 2 anos,0.04792539250864914177413361132
2017-04-04,2 - 3 anos,0.1829854608348271884048573468
2017-04-04,3 - 5 anos,0.2344263731889811184610090855
2017-04-04,5 - 7 anos,0.1436445709382524287512712812
2017-04-04,7 - 10 anos,0.3416885833676828531425150408
2017-04-04,Acima de 10 anos,0.04932961916160627087593780236
2017-04-04,Caixa,0E-28
2017-04-05,1 - 2 anos,0.04798393061351093818023532717
2017-04-05,2 - 3 anos,0.1814596012182551099950559607
2017-04-05,3 - 5 anos,0.2344274966587059919674035807
2017-04-05,5 - 7 anos,0.1437381202646307636583297813
2017-04-05,7 - 10 anos,0.3426998901657518412862963729
2017-04-05,Acima de 10 anos,0.04969096107914435564603897266
2017-04-05,Caixa,0E-28
2017-04-06,1 - 2 anos,0.04784233976585768596813487383
2017-04-06,2 - 3 anos,0.1830906161226748163515105218
2017-04-06,3 - 5 anos,0.2343444695623680104004361088
2017-04-06,5 - 7 anos,0.1431739811192988005994204013
2017-04-06,7 - 10 anos,0.3418794602422542169562901946
2017-04-06,Acima de 10 anos,0.04966913318754547089651863020
2017-04-06,Caixa,0E-28
2017-04-07,1 - 2 anos,0.04805698746075300989556032143
2017-04-07,2 - 3 anos,0.1822564181839650899206284151
2017-04-07,3 - 5 anos,0.2348678842206418017159957449
2017-04-07,5 - 7 anos,0.1434438904575413389424868109
2017-04-07,7 - 10 anos,0.3422380813287455275846210472
2017-04-07,Acima de 10 anos,0.04913673834835223218865274326
2017-04-07,Caixa,0E-28
2017-04-10,1 - 2 anos,0.04798890207775958025343562334
2017-04-10,2 - 3 anos,0.1820201099170175084412316832
2017-04-10,3 - 5 anos,0.2354982187496137439215286991
2017-04-10,5 - 7 anos,0.1435196080968651303661958506
2017-04-10,7 - 10 anos,0.3412253066096018843563965246
2017-04-10,Acima de 10 anos,0.04974785454914115402179132126
2017-04-10,Caixa,0E-28
2017-04-11,1 - 2 anos,0.04763000298229534098731924330
2017-04-11,2 - 3 anos,0.1833421949631230418130013991
2017-04-11,3 - 5 anos,0.2351871326267978781918468666
2017-04-11,5 - 7 anos,0.1431146689431597936174793902
2017-04-11,7 - 10 anos,0.3410637558293241436053290325
2017-04-11,Acima de 10 anos,0.04966224465529880486413847967
2017-04-11,Caixa,0E-28
2017-04-12,1 - 2 anos,0.04779464961107157989673625702
2017-04-12,2 - 3 anos,0.1828232786909642766432166236
2017-04-12,3 - 5 anos,0.2346913944178650933913546043
2017-04-12,5 - 7 anos,0.1435661765441291489869842210
2017-04-12,7 - 10 anos,0.3413574803977681108015139500
2017-04-12,Acima de 10 anos,0.04976702033820079073615056613
2017-04-12,Caixa,0E-28
2017-04-13,1 - 2 anos,0.04780755328128173444330518091
2017-04-13,2 - 3 anos,0.1832999470294700342907239536
2017-04-13,3 - 5 anos,0.2351510650727957146561766906
2017-04-13,5 - 7 anos,0.1432219197920942124325118896
2017-04-13,7 - 10 anos,0.3410586247148534076557473506
2017-04-13,Acima de 10 anos,0.04946089010950389799218032883
2017-04-13,Caixa,0E-28
2017-04-17,1 - 2 anos,0.04786576185196413294867902542
2017-04-17,2 - 3 anos,0.2241204665637992654409346700
2017-04-17,3 - 5 anos,0.1924195714879866895899608946
2017-04-17,5 - 7 anos,0.2281241089062954744277842069
2017-04-17,7 - 10 anos,0.2519366974344895250307323858
2017-04-17,Acima de 10 anos,0.04946123098452610208513298453
2017-04-17,Caixa,0.006072162770937811940539554120
2017-04-18,1 - 2 anos,0.04766666616028215180575291466
2017-04-18,2 - 3 anos,0.2245604798236319821192159823
2017-04-18,3 - 5 anos,0.1918893423038906938874211259
2017-04-18,5 - 7 anos,0.2280879985578596910439583012
2017-04-18,7 - 10 anos,0.2523153553949983111135385526
2017-04-18,Acima de 10 anos,0.04941381594785897076156446636
2017-04-18,Caixa,0.006066341811477201689539509287
2017-04-19,1 - 2 anos,0.04769369466153438937701241966
2017-04-19,2 - 3 anos,0.2245199441187458099018643914
2017-04-19,3 - 5 anos,0.1921078670829432920515031246
2017-04-19,5 - 7 anos,0.2283839006181003336749842945
2017-04-19,7 - 10 anos,0.2520830715290739435954587411
2017-04-19,Acima de 10 anos,0.04913974990134477746505214627
2017-04-19,Caixa,0.006071772088256455462134380123
2017-04-20,1 - 2 anos,0.04785851679209420579635989970
